order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1477007,342882,Yama Japanese Restaurant,Japanese,5.82,Weekend,Not given,30,30
1477958,309981,Blue Ribbon Fried Chicken,American,29.1,Weekend,Not given,31,27
1478102,165695,The Smile,American,13.39,Weekend,Not given,20,16
1478088,77540,Nobu Next Door,Japanese,9.7,Weekend,5,30,29
1478252,94167,Dos Caminos,Mexican,22.36,Weekend,Not given,30,26
1477964,165130,The Meatball Shop,Italian,12.13,Weekday,4,22,32
1477708,141908,Bareburger,American,6.07,Weekend,4,23,15
1476623,277898,Blue Ribbon Fried Chicken,American,24.3,Weekend,5,22,26
1476912,149386,Yama Japanese Restaurant,Japanese,8.78,Weekend,4,22,28
1478104,75722,Osteria Morini,Italian,24.25,Weekday,Not given,22,24
1478065,212326,RedFarm Broadway,Chinese,20.18,Weekday,Not given,30,26
1477196,50123,Cafe Habana,Mexican,4.85,Weekend,5,28,22
1477531,52463,RedFarm Broadway,Chinese,6.06,Weekend,3,32,18
1476580,331143,Waverly Diner,American,6.84,Weekend,Not given,24,18
1477844,134340,Mira Sushi,Japanese,13.05,Weekend,4,33,29
1477192,374286,Vanessa's Dumpling House,Chinese,5.92,Weekday,Not given,30,32
1476618,351749,Shake Shack,American,12.13,Weekday,5,30,26
1477256,196355,Shake Shack,American,12.18,Weekday,5,23,31
1477919,75484,Five Guys Burgers and Fries,American,29.15,Weekend,Not given,20,16
1478120,47440,Blue Ribbon Fried Chicken,American,8.1,Weekend,Not given,33,22
1477791,300549,Shake Shack,American,7.23,Weekend,3,29,18
1477806,195927,Boqueria,Spanish,12.66,Weekend,Not given,27,30
1477631,115519,The Meatball Shop,Italian,12.23,Weekend,4,31,28
1477566,211697,Shake Shack,American,9.07,Weekday,4,21,32
1477156,93797,ilili Restaurant,Middle Eastern,6.02,Weekday,Not given,27,29
1478136,61388,Five Guys Burgers and Fries,American,14.12,Weekend,4,27,27
1477690,370096,Melt Shop,American,21.93,Weekend,5,30,18
1477237,59217,Jack's Wife Freda,Mediterranean,16.15,Weekend,4,26,22
1477107,211697,Shake Shack,American,7.08,Weekend,4,25,23
1478108,87188,Momoya,Japanese,32.93,Weekday,3,28,27
1478047,127934,Blue Ribbon Fried Chicken,American,12.13,Weekend,Not given,20,26
1477535,125123,S'MAC,American,15.57,Weekend,5,34,28
1477517,77793,The Meatball Shop,Italian,29.15,Weekend,5,23,30
1478029,403019,S'MAC,American,15.47,Weekday,5,31,32
1476585,141918,S'MAC,American,12.37,Weekend,4,30,28
1477620,148320,Tamarind TriBeCa,Indian,16.49,Weekday,Not given,31,28
1476664,164016,Blue Ribbon Fried Chicken,American,24.3,Weekday,5,20,27
1478422,197832,The Meatball Shop,Italian,14.84,Weekend,Not given,20,28
1477482,114919,Yama Japanese Restaurant,Japanese,25.27,Weekend,Not given,30,16
1477271,94152,The Meatball Shop,Italian,17.08,Weekday,5,22,26
1477094,384571,Blue Ribbon Fried Chicken,American,22.31,Weekday,5,28,27
1477722,347263,Dos Caminos,Mexican,12.08,Weekday,5,26,26
1476831,169478,RedFarm Broadway,Chinese,12.61,Weekend,4,32,17
1477843,241719,Blue Ribbon Sushi Izakaya,Japanese,13.1,Weekday,5,24,28
1477323,59181,RedFarm Hudson,Chinese,12.13,Weekend,5,28,29
1477066,376381,Shake Shack,American,8.25,Weekend,Not given,30,15
1477914,366975,Blue Ribbon Sushi Bar & Grill,Japanese,16.39,Weekend,Not given,31,18
1478064,221430,Han Dynasty,Chinese,14.75,Weekend,Not given,30,16
1477711,67647,J. G. Melon,American,12.66,Weekend,4,23,20
1477410,39011,Mamoun's Falafel,Mediterranean,9.07,Weekend,Not given,20,24
1477278,347263,Hummus Place,Middle Eastern,16.15,Weekend,4,30,28
1477663,93133,Nobu Next Door,Japanese,29.29,Weekday,4,30,24
1477195,64830,Cafeteria,American,20.47,Weekday,3,32,24
1477737,104548,Tarallucci e Vino Restaurant,Italian,11.59,Weekend,Not given,21,15
1477058,65779,The Kati Roll Company,Indian,24.35,Weekday,Not given,33,29
1476996,149984,Sushi of Gari 46,Japanese,16.44,Weekend,4,24,27
1477193,304291,P.J. Clarke's,American,5.92,Weekday,3,33,30
1476596,199735,The Meatball Shop,Italian,14.12,Weekend,Not given,32,18
1477154,143796,S'MAC,American,5.92,Weekday,4,34,30
1478278,42755,Blue Ribbon Fried Chicken,American,13,Weekend,Not given,29,30
1478355,68103,The Meatball Shop,Italian,21.83,Weekend,4,30,20
1476557,348787,Otto Enoteca Pizzeria,Italian,16.15,Weekend,Not given,35,22
1477264,35774,The Meatball Shop,Italian,12.23,Weekday,Not given,28,33
1476806,203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,24.3,Weekday,Not given,21,33
1478000,167136,ilili Restaurant,Middle Eastern,29.05,Weekend,Not given,24,29
1478159,57943,Shake Shack,American,15.76,Weekend,3,35,29
1476910,397362,TAO,Japanese,8.1,Weekend,5,32,16
1476660,47280,Blue Ribbon Sushi,Japanese,12.18,Weekend,5,34,29
1477558,268365,Cafe Mogador,Middle Eastern,25.17,Weekend,4,23,30
1477458,114247,Shake Shack,American,20.23,Weekend,Not given,32,18
1477233,110138,Saravanaa Bhavan,Indian,9.12,Weekday,5,28,28
1477772,91958,TAO,Japanese,12.18,Weekday,Not given,26,33
1477319,145389,Westville Hudson,American,20.23,Weekday,Not given,31,29
1477731,122609,Blue Ribbon Sushi Izakaya,Japanese,24.25,Weekend,5,33,21
1477571,121476,Blue Ribbon Fried Chicken,American,16.2,Weekend,Not given,32,23
1477274,96877,Melt Shop,American,9.12,Weekday,Not given,29,33
1477276,304449,Friend of a Farmer,American,9.75,Weekend,Not given,26,30
1478046,53289,The Loop,Japanese,31.38,Weekend,4,26,24
1478398,137617,Blue Ribbon Fried Chicken,American,24.3,Weekend,5,34,21
1477991,69713,The Meatball Shop,Italian,19.35,Weekend,5,21,23
1478267,93065,Han Dynasty,Chinese,14.16,Weekend,Not given,30,23
1477901,353676,indikitch,Indian,9.26,Weekend,5,33,26
1478247,104555,Sushi of Gari,Japanese,32.98,Weekend,4,34,21
1477875,154022,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,5,22,18
1476749,351799,Sushi of Gari Tribeca,Japanese,9.55,Weekend,4,35,25
1477600,347263,Hangawi,Korean,6.74,Weekend,Not given,21,22
1477500,152786,Cafe Habana,Mexican,14.07,Weekend,4,26,21
1477498,103500,RedFarm Hudson,Chinese,14.02,Weekend,Not given,29,22
1478337,100527,Empanada Mama (closed),Mexican,5.92,Weekday,3,34,25
1476736,60835,Nobu Next Door,Japanese,12.46,Weekend,4,35,28
1477372,55227,Sushi of Gari Tribeca,Japanese,29.2,Weekend,5,32,22
1477126,41409,Nobu Next Door,Japanese,15.76,Weekday,Not given,33,31
1478158,232035,Balade,Middle Eastern,9.22,Weekday,5,25,24
1476586,173667,Osteria Morini,Italian,8.88,Weekend,Not given,34,26
1477951,242689,The Odeon,American,13.92,Weekend,Not given,34,23
1477472,67845,RedFarm Hudson,Chinese,29.34,Weekend,5,27,29
1476738,233614,Yama 49,Japanese,22.36,Weekend,Not given,33,25
1477445,97079,Donburi-ya,Japanese,5.77,Weekend,Not given,27,29
1477738,97346,Osteria Morini,Italian,12.13,Weekend,5,22,26
1477403,87603,The Meatball Shop,American,6.69,Weekend,4,27,27
1477392,203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,15.57,Weekend,4,31,20
1476877,53289,The Loop,Japanese,4.66,Weekend,Not given,34,25
1477877,360844,RedFarm Broadway,Chinese,19.35,Weekend,5,33,18
1477586,84087,The Meatball Shop,Italian,8.78,Weekday,5,34,33
1477936,133202,Blue Ribbon Sushi,Japanese,9.17,Weekend,Not given,27,29
1478209,63141,Shake Shack,American,29.1,Weekend,Not given,23,28
1477643,139827,RedFarm Hudson,Chinese,5.77,Weekend,4,33,28
1477809,148499,Posto,Italian,24.25,Weekend,Not given,23,25
1478380,110091,The Meatball Shop,Italian,9.41,Weekday,5,30,32
1477516,52256,Han Dynasty,Chinese,29.15,Weekend,Not given,31,19
1476915,142273,Pepe Rosso To Go,Italian,15.57,Weekend,5,29,27
1478109,87006,Nobu Next Door,Japanese,11.59,Weekend,5,26,24
1476914,141445,Parm,Italian,16.3,Weekend,3,26,23
1477463,66505,Mamoun's Falafel,Mediterranean,12.18,Weekday,5,25,30
1477521,113972,RedFarm Hudson,Chinese,12.08,Weekday,Not given,21,26
1477427,291891,The Kati Roll Company,Indian,17.03,Weekend,5,24,22
1476944,105614,Terakawa Ramen,Japanese,8.54,Weekday,3,27,25
1477929,87006,Nobu Next Door,Japanese,6.74,Weekend,Not given,31,29
1477220,41249,Kambi Ramen House,Japanese,32.93,Weekend,5,35,19
1476866,42018,Blue Ribbon Sushi,Japanese,12.18,Weekday,Not given,34,32
1477037,79215,Blue Ribbon Sushi,Japanese,12.23,Weekend,3,33,21
1477495,92806,Shake Shack,American,14.94,Weekday,Not given,33,31
1477248,349123,Shake Shack,American,12.95,Weekday,5,20,30
1476740,60873,Jack's Wife Freda,Mediterranean,25.17,Weekday,4,31,25
1477238,87727,Blue Ribbon Sushi,Japanese,13.87,Weekend,Not given,28,28
1478052,77544,Shake Shack,American,24.3,Weekend,4,35,16
1477130,365469,Wo Hop Restaurant,Chinese,14.16,Weekend,4,22,16
1477856,143984,The Smile,American,25.17,Weekend,3,31,15
1477592,87357,Shake Shack,American,31.43,Weekend,5,30,19
1477659,54093,Shake Shack,American,13,Weekend,Not given,20,18
1477661,122852,Blue Ribbon Fried Chicken,American,24.2,Weekend,Not given,28,29
1477230,284455,Shake Shack,American,12.66,Weekend,5,35,24
1476624,117810,Momoya,Japanese,6.84,Weekday,Not given,21,24
1477832,100778,Spice Thai,Thai,15.86,Weekend,Not given,34,25
1477749,362842,Cafe Habana,Mexican,9.75,Weekday,5,34,30
1478037,97346,da Umberto,Italian,7.61,Weekend,Not given,23,26
1477109,208020,Sushi of Gari 46,Japanese,29.05,Weekend,Not given,21,23
1476902,165110,Room Service,Thai,22.31,Weekend,Not given,22,15
1476916,52832,Dickson's Farmstand Meats,American,15.72,Weekend,4,23,28
1476703,405334,TAO,Japanese,25.22,Weekend,Not given,26,16
1477785,77306,Xi'an Famous Foods,Chinese,24.3,Weekend,4,32,29
1476650,88201,J. G. Melon,American,8.35,Weekend,5,29,23
1476643,88185,Momoya,Japanese,22.85,Weekend,4,32,17
1477371,369452,UVA Wine Bar & Restaurant,Italian,29.15,Weekend,Not given,29,30
1476994,141576,Blue Ribbon Sushi Bar & Grill,Japanese,19.35,Weekday,5,23,28
1476934,126134,Jack's Wife Freda,Mediterranean,32.93,Weekend,3,21,16
1476954,97370,Momoya,Japanese,14.21,Weekend,Not given,24,30
1478160,52832,Donburi-ya,Japanese,15.86,Weekday,5,28,28
1478228,86233,TAO,Japanese,15.28,Weekend,4,33,22
1478002,348096,The Meatball Shop,Italian,12.13,Weekend,5,34,16
1478112,232542,The Meatball Shop,Italian,22.36,Weekend,4,35,21
1478114,237616,Shake Shack,American,5.68,Weekend,Not given,26,18
1477400,68775,Sushi of Gari Tribeca,Japanese,29.15,Weekend,4,22,17
1478274,374826,Waverly Diner,American,22.8,Weekend,4,25,21
1477804,381020,The Meatball Shop,Italian,19.45,Weekend,5,21,19
1477572,150865,Vanessa's Dumpling House,Chinese,15.52,Weekend,5,20,23
1476904,60845,Blue Ribbon Sushi,Japanese,25.27,Weekend,3,20,20
1477336,94480,The Meatball Shop,Italian,32.93,Weekend,5,34,29
1476929,61181,S'MAC,American,24.2,Weekend,Not given,28,17
1477812,93505,Rubirosa,Italian,24.2,Weekend,5,31,15
1477210,182080,Shake Shack,American,14.65,Weekday,Not given,26,33
1477873,370053,Shake Shack,American,12.08,Weekend,3,29,24
1477858,60052,Rubirosa,Italian,5.77,Weekend,Not given,27,21
1477788,270444,P.J. Clarke's,American,4.71,Weekend,Not given,23,15
1476711,106968,Blue Ribbon Fried Chicken,American,8.78,Weekend,Not given,22,26
1477997,186473,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekend,3,34,25
1477523,53503,RedFarm Broadway,Chinese,12.23,Weekend,4,21,21
1476572,356195,Blue Ribbon Fried Chicken,American,29.15,Weekday,5,20,29
1476895,105460,Burger Joint,American,13.1,Weekend,Not given,22,18
1478236,121905,Chipotle Mexican Grill $1.99 Delivery,Mexican,22.26,Weekend,4,21,21
1476628,70456,Parm,Italian,12.56,Weekday,Not given,32,28
1476927,62626,Sushi of Gari 46,Japanese,13.05,Weekend,Not given,24,22
1477547,242754,Rubirosa,Italian,13.92,Weekend,Not given,29,27
1478349,229946,Balthazar Boulangerie,French,21.39,Weekend,Not given,35,29
1477850,216438,Blue Ribbon Sushi,Japanese,29.25,Weekend,Not given,33,17
1478048,101202,Burger Joint,American,12.18,Weekend,4,35,15
1477133,175290,Shake Shack,American,12.18,Weekend,Not given,26,25
1476746,201471,ilili Restaurant,Middle Eastern,12.66,Weekend,5,21,15
1477724,80531,RedFarm Hudson,Chinese,12.18,Weekend,Not given,24,27
1476911,74707,Bareburger,American,8.63,Weekend,4,21,22
1478292,334373,Tamarind TriBeCa,Indian,12.18,Weekend,Not given,26,30
1478024,241719,Sushi of Gari Tribeca,Japanese,14.12,Weekend,Not given,21,29
1478281,58898,Blue Ribbon Sushi,Japanese,16.93,Weekend,4,30,25
1478009,379538,Parm,Italian,6.79,Weekend,3,21,30
1476898,174437,Han Dynasty,Chinese,29.2,Weekend,Not given,26,30
1477285,325285,RedFarm Broadway,Chinese,14.02,Weekday,Not given,25,26
1478335,84502,Nobu Next Door,Japanese,25.17,Weekend,4,31,29
1477934,60052,RedFarm Broadway,Chinese,12.61,Weekend,5,28,21
1476645,140477,Serafina Fabulous Pizza,Italian,13.68,Weekend,5,20,20
1477450,79215,Blue Ribbon Sushi,Japanese,11.93,Weekend,3,24,21
1477657,177078,Lantern Thai Kitchen,Thai,13.97,Weekend,Not given,28,29
1478135,276431,The Meatball Shop,Italian,14.02,Weekday,5,20,27
1477254,58898,Blue Ribbon Sushi,Japanese,8.1,Weekend,5,35,18
1477705,60397,Jack's Wife Freda,Mediterranean,12.18,Weekend,3,33,23
1477814,62359,Pylos,Mediterranean,35.41,Weekday,4,21,29
1478059,53947,Gaia Italian Cafe,Italian,8.78,Weekend,Not given,25,15
1478192,54365,Shake Shack,American,16.25,Weekend,5,27,23
1477743,104130,Blue Ribbon Sushi,Japanese,6.64,Weekend,Not given,23,15
1477203,60138,The Meatball Shop,American,15.86,Weekday,5,29,26
1477292,386766,Parm,Italian,17.03,Weekday,3,21,27
1477178,47440,Bareburger,American,24.2,Weekend,4,23,23
1478283,167986,J. G. Melon,American,8.25,Weekday,3,34,33
1477321,89844,Five Guys Burgers and Fries,American,12.08,Weekend,Not given,20,18
1477322,355592,CafÌ© China,Chinese,12.13,Weekend,Not given,27,25
1477879,362961,ilili Restaurant,Middle Eastern,16.49,Weekend,4,30,28
1476741,318095,Blue Ribbon Sushi Izakaya,Japanese,6.79,Weekend,5,32,30
1478303,72639,Sushi of Gari,Japanese,10.72,Weekday,Not given,30,26
1476647,294246,Piccolo Angolo,Italian,19.35,Weekend,Not given,29,29
1476669,142677,Chola Eclectic Indian Cuisine,Indian,8.73,Weekend,5,30,28
1477049,175101,TAO,Japanese,9.65,Weekend,4,25,18
1477602,320493,Vanessa's Dumplings,Chinese,16.78,Weekend,5,27,29
1477088,129486,Mamoun's Falafel,Mediterranean,12.61,Weekend,4,21,17
1476964,81405,RedFarm Broadway,Chinese,24.25,Weekend,5,29,22
1477981,154464,Westville Hudson,American,11.16,Weekend,4,24,20
1476717,151191,Pongsri Thai,Thai,20.18,Weekday,Not given,23,25
1477851,66373,Blue Ribbon Sushi Izakaya,Japanese,32.93,Weekend,4,21,19
1478063,367093,Parm,Italian,15.86,Weekday,Not given,30,24
1477636,94909,Parm,Italian,12.13,Weekend,4,29,26
1477763,111356,Blue Ribbon Sushi,Japanese,13.87,Weekday,Not given,31,30
1477944,70564,Rubirosa,Italian,14.12,Weekday,3,26,27
1478073,121686,TAO,Japanese,24.25,Weekend,4,22,21
1478357,142356,Blue Ribbon Sushi,Japanese,14.07,Weekday,Not given,35,29
1478055,7567,indikitch,Indian,5.58,Weekend,Not given,35,30
1476815,39029,Prosperity Dumpling,Chinese,13.63,Weekend,5,25,24
1477019,62359,RedFarm Hudson,Chinese,15.52,Weekend,5,30,18
1477159,283310,Shake Shack,American,8.73,Weekend,Not given,35,17
1478409,151333,Melt Shop,American,25.27,Weekend,5,27,30
1477471,103147,Hot Kitchen,Chinese,29.54,Weekend,5,34,28
1476747,115213,Junoon,Indian,9.22,Weekday,Not given,30,32
1477165,128600,Blue Ribbon Fried Chicken,American,15.33,Weekend,Not given,23,15
1477378,115610,Tamarind TriBeCa,Indian,12.13,Weekend,Not given,35,20
1476803,73873,Han Dynasty,Chinese,14.02,Weekend,Not given,24,15
1477792,270525,The Smile,American,8.39,Weekday,Not given,20,31
1478331,42424,Han Dynasty,Chinese,12.13,Weekend,5,33,27
1478319,84087,The Meatball Shop,Italian,16.49,Weekend,3,22,28
1477090,54081,Osteria Morini,Italian,9.22,Weekday,4,29,33
1477623,41136,The Meatball Shop,Italian,19.35,Weekend,Not given,27,20
1477098,304509,RedFarm Broadway,Chinese,22.8,Weekday,Not given,33,33
1477399,378482,Shake Shack,American,29.49,Weekend,Not given,34,24
1476649,38116,Ravagh Persian Grill,Middle Eastern,16.93,Weekend,Not given,33,21
1478288,58231,Rohm Thai,Thai,29.1,Weekend,Not given,31,23
1477719,367051,RedFarm Hudson,Chinese,15.04,Weekend,3,35,25
1477816,187187,Momoya,Japanese,11.59,Weekend,3,24,29
1477777,73175,Hill Country Fried Chicken,Southern,31.43,Weekday,5,25,28
1476637,49695,Blue Ribbon Fried Chicken,American,18.24,Weekend,Not given,21,16
1477349,52327,Nobu Next Door,Japanese,4.47,Weekend,5,28,26
1478222,370656,Vanessa's Dumplings,Chinese,8.98,Weekend,Not given,20,20
1476774,114400,Shake Shack,American,29.39,Weekday,Not given,23,33
1478421,59673,Dig Inn Seasonal Market,American,15.71,Weekday,5,27,26
1476775,66636,Shake Shack,American,29.1,Weekday,5,29,31
1478087,96921,Bareburger,American,8.39,Weekend,3,27,30
1476710,65009,Blue Ribbon Sushi Izakaya,Japanese,8.93,Weekend,5,28,18
1478395,283052,Han Dynasty,Chinese,13,Weekend,4,32,22
1478265,52832,Dos Caminos,Mexican,16.06,Weekend,Not given,35,19
1476625,348352,Olea,Mediterranean,6.69,Weekday,Not given,20,28
1477413,325272,Shake Shack,American,16.1,Weekend,Not given,28,24
1477485,165695,Jack's Wife Freda,Mediterranean,6.69,Weekend,5,21,16
1476708,126026,Nobu Next Door,Japanese,9.51,Weekend,Not given,25,29
1477168,352130,TAO,Japanese,12.08,Weekend,Not given,24,30
1476872,42018,Blue Ribbon Sushi,Japanese,5.82,Weekday,Not given,27,28
1477161,263426,Nobu Next Door,Japanese,9.41,Weekend,Not given,32,30
1477799,399520,Xe May Sandwich Shop,Vietnamese,14.07,Weekday,Not given,28,28
1477309,64151,Rubirosa,Italian,22.8,Weekday,5,32,27
1478132,74762,Cafeteria,American,12.23,Weekday,Not given,26,25
1477456,124085,Blue Ribbon Sushi Bar & Grill,Japanese,15.91,Weekend,Not given,31,16
1477678,102085,Otto Enoteca Pizzeria,Italian,9.61,Weekend,5,26,30
1477428,77857,Shake Shack,American,8,Weekend,4,24,30
1477359,373285,RedFarm Hudson,Chinese,12.08,Weekend,Not given,21,24
1477542,59673,Shake Shack,American,12.08,Weekday,Not given,27,27
1477945,63096,Rubirosa,Italian,14.12,Weekend,Not given,33,15
1477211,304365,Sarabeth's Restaurant,American,21.93,Weekend,Not given,25,27
1477315,176622,Cafe Mogador,Middle Eastern,15.91,Weekend,5,32,15
1478058,200631,Amy Ruth's,Southern,7.38,Weekday,4,24,29
1476678,91817,Shake Shack,American,21.39,Weekend,4,28,18
1478363,138024,Cho Dang Gol,Korean,29.25,Weekend,4,23,21
1477288,47879,El Parador Cafe,Mexican,13.19,Weekday,5,22,28
1478350,132753,Vanessa's Dumplings,Chinese,15.57,Weekend,5,33,28
1477651,404649,Parm,Italian,19.45,Weekday,Not given,28,28
1476977,41246,Shake Shack,American,25.17,Weekend,5,27,26
1477544,113972,RedFarm Hudson,Chinese,19.35,Weekend,4,31,15
1477487,209552,TAO,Japanese,12.61,Weekend,5,32,24
1477187,353331,Chipotle Mexican Grill $1.99 Delivery,Mexican,12.13,Weekend,5,34,19
1478387,70564,Jack's Wife Freda,Mediterranean,12.08,Weekend,5,30,19
1476955,70001,Dirty Bird to Go,American,12.08,Weekday,Not given,23,32
1476673,83287,Blue Ribbon Sushi Izakaya,Japanese,9.51,Weekend,Not given,35,21
1476909,366975,Blue Ribbon Sushi Bar & Grill,Japanese,4.85,Weekend,5,20,21
1478204,64153,Blue Ribbon Fried Chicken,American,14.07,Weekday,4,34,24
1476613,65561,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.1,Weekend,5,24,28
1476739,290266,Socarrat Paella Bar,Spanish,25.22,Weekend,5,23,20
1476617,53513,The Meatball Shop,Italian,31.33,Weekend,3,30,15
1477563,385426,Shake Shack,American,17.03,Weekday,5,35,32
1477302,52832,Don's Bogam BBQ & Wine Bar,Korean,12.23,Weekend,Not given,32,20
1478217,62161,Tamarind TriBeCa,Indian,6.07,Weekend,4,30,17
1478341,254913,Shake Shack,American,10.82,Weekend,4,34,20
1477200,289597,Han Dynasty,Chinese,9.51,Weekday,Not given,24,27
1476982,47440,Bareburger,American,8.73,Weekend,5,21,19
1478367,100999,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekday,Not given,26,26
1477852,74412,da Umberto,Italian,32.98,Weekend,Not given,30,28
1477325,54110,Parm,Italian,19.35,Weekday,4,23,26
1477524,236739,Xi'an Famous Foods,Chinese,19.45,Weekend,5,28,18
1477430,182252,Five Leaves,American,6.26,Weekday,5,31,26
1477197,345062,Alidoro,American,12.61,Weekend,Not given,34,22
1476763,142170,RedFarm Broadway,Chinese,13.1,Weekend,4,26,22
1476893,164131,Tony's Di Napoli,Italian,14.07,Weekend,Not given,22,27
1476884,167828,Shake Shack,American,15.57,Weekend,Not given,35,18
1477693,67345,Bareburger,American,13.05,Weekend,4,31,30
1478170,208186,Blue Ribbon Sushi Izakaya,Japanese,16.44,Weekend,Not given,32,23
1477676,78939,Blue Ribbon Sushi,Japanese,8.54,Weekend,5,34,25
1477637,227992,Nobu Next Door,Japanese,12.13,Weekend,Not given,28,16
1477922,304587,Westville Hudson,American,33.03,Weekend,5,25,18
1478151,62941,Cipriani Le Specialita,Italian,5.92,Weekend,5,35,30
1477219,389155,The Meatball Shop,Italian,32.98,Weekday,3,23,25
1478018,304112,Shake Shack,American,16.25,Weekday,5,27,31
1477998,90113,Blue Ribbon Sushi,Japanese,29.1,Weekend,5,20,16
1477170,197832,The Meatball Shop,Italian,12.08,Weekday,Not given,25,28
1478282,221394,Cafe Habana,Mexican,8.25,Weekend,4,21,29
1477826,381020,RedFarm Broadway,Chinese,8.2,Weekend,4,31,30
1477890,284835,Shake Shack,American,22.36,Weekday,3,20,32
1477045,143511,Chipotle Mexican Grill $1.99 Delivery,Mexican,16.44,Weekday,Not given,33,30
1478430,133701,The Loop,Japanese,24.3,Weekend,5,21,29
1477160,61181,The Meatball Shop,Italian,8.63,Weekday,4,28,27
1477605,91907,Momoya,Japanese,9.02,Weekend,Not given,21,30
1478351,78939,Blue Ribbon Sushi,Japanese,12.08,Weekend,5,31,16
1477017,175101,TAO,Japanese,15.76,Weekend,Not given,26,19
1478202,345429,Burger Joint,American,21.88,Weekend,5,26,24
1478053,125262,Barbounia,Mediterranean,5.77,Weekend,Not given,23,23
1476933,375704,Shake Shack,American,32.98,Weekend,3,22,21
1476656,124596,RedFarm Hudson,Chinese,29.1,Weekday,Not given,27,26
1478071,70315,Five Guys Burgers and Fries,American,14.12,Weekend,4,28,25
1476800,183520,Blue Ribbon Sushi,Japanese,11.59,Weekend,Not given,26,23
1477568,296554,Blue Ribbon Fried Chicken,American,9.75,Weekday,5,23,32
1478332,146456,Five Guys Burgers and Fries,American,12.18,Weekend,Not given,22,26
1477504,71613,Empanada Mama (closed),Mexican,15.57,Weekend,4,24,20
1477597,49010,Shake Shack,American,24.25,Weekend,5,34,24
1478001,64153,Blue Ribbon Fried Chicken,American,31.38,Weekend,3,35,20
1477127,314480,Shake Shack,American,15.76,Weekday,5,30,24
1477846,52574,Blue Ribbon Sushi,Japanese,24.25,Weekday,5,30,26
1477297,164131,Tony's Di Napoli,Italian,29.1,Weekend,Not given,26,19
1477838,52256,Han Dynasty,Chinese,12.08,Weekend,5,22,23
1477112,65806,Blue Ribbon Fried Chicken,American,12.13,Weekend,Not given,21,28
1477355,79215,Blue Ribbon Sushi,Japanese,15.86,Weekend,Not given,33,15
1477365,61181,Shake Shack,American,14.07,Weekend,5,33,25
1477266,85422,Saravanaa Bhavan,Indian,24.25,Weekday,5,29,26
1477800,344268,Sushi Choshi,Japanese,13.73,Weekend,3,35,27
1478428,53543,The Smile,American,12.18,Weekday,5,29,27
1478400,353331,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.05,Weekend,Not given,28,27
1478403,294478,RedFarm Broadway,Chinese,32.98,Weekend,4,25,15
1477970,198802,Cafe Habana,Mexican,6.69,Weekday,5,26,31
1476928,58205,The Meatball Shop,Italian,24.3,Weekend,Not given,33,21
1477020,91108,Rubirosa,Italian,7.33,Weekend,5,26,22
1477973,245264,RedFarm Hudson,Chinese,9.12,Weekday,5,29,26
1478406,129122,Sarabeth's East,American,12.13,Weekend,Not given,34,30
1477701,328551,Kanoyama,Japanese,32.98,Weekend,5,35,16
1477318,42408,UVA Wine Bar & Restaurant,Italian,14.65,Weekday,5,32,25
1477438,94132,Parm,Italian,31.33,Weekend,Not given,24,16
1478376,67133,RedFarm Broadway,Chinese,9.65,Weekend,5,30,20
1477367,343554,Blue Ribbon Fried Chicken,American,12.95,Weekend,5,27,28
1477754,133222,P.J. Clarke's,American,21.34,Weekday,5,25,28
1478280,91722,Shake Shack,American,19.4,Weekend,5,32,15
1478412,43018,RedFarm Hudson,Chinese,6.69,Weekend,Not given,24,20
1476887,142356,Blue Ribbon Sushi,Japanese,12.13,Weekday,Not given,26,27
1478382,144997,Nobu Next Door,Japanese,15.91,Weekend,4,26,15
1478115,93308,Shake Shack,American,5.77,Weekend,4,28,18
1476782,367449,The Meatball Shop,Italian,12.23,Weekend,5,24,17
1478178,125834,The Meatball Shop,Italian,12.23,Weekend,5,25,19
1478294,390459,Shake Shack,American,12.18,Weekend,Not given,35,29
1477854,58025,Tamarind TriBeCa,Indian,11.64,Weekend,Not given,33,23
1477189,54630,V-Nam Cafe,Vietnamese,22.26,Weekend,5,33,26
1476894,384698,Don's Bogam BBQ & Wine Bar,Korean,14.07,Weekend,3,33,16
1476807,79215,Blue Ribbon Sushi,Japanese,16.49,Weekend,3,24,30
1477937,98735,The Meatball Shop,Italian,9.65,Weekday,5,34,28
1478407,386766,Parm,Italian,12.23,Weekend,Not given,21,30
1478199,70001,Han Dynasty,Chinese,12.18,Weekday,Not given,26,26
1478389,68775,Sushi of Gari Tribeca,Japanese,12.13,Weekend,Not given,25,30
1478103,130956,Blue Ribbon Sushi,Japanese,12.95,Weekend,5,25,16
1476824,259341,Momoya,Japanese,19.4,Weekend,4,27,16
1478441,228541,RedFarm Hudson,Chinese,29.1,Weekend,Not given,27,28
1478399,264399,Han Dynasty,Chinese,29.15,Weekday,Not given,20,24
1477635,124393,Amma,Indian,31.43,Weekday,5,20,27
